0|0|0|200|200|200|"Moist"|"209582203"|"131199296"
0|0|0|200|200|200|"Moist"|"209582204"|"131199297"
0|0|0|200|200|200|"Moist"|"209582205"|"131199298"
0|0|0|200|200|200|"Moist"|"209582206"|"131199299"
0|0|0|200|200|200|"Moist"|"209582207"|"131199300"
0|0|0|200|200|200|"Moist"|"209582208"|"131199301"
0|0|0|200|200|200|"Moist"|"209582209"|"131199302"
0|0|0|200|200|200|"Moist"|"209582210"|"131199303"
0|0|0|200|200|200|"Moist"|"209582211"|"131199304"
0|0|0|200|200|200|"Moist"|"209582212"|"131199305"
0|0|0|122|153|200|"Moist"|"209582225"|"131199318"
122|153|200|200|200|200|"Wet"|"209582225"|"131199319"
0|0|0|122|153|200|"Moist"|"209582226"|"131199320"
122|153|200|200|200|200|"Wet"|"209582226"|"131199321"
0|0|0|122|153|200|"Moist"|"209582227"|"131199322"
122|153|200|200|200|200|"Wet"|"209582227"|"131199323"
0|0|0|200|200|200|"Moist"|"209582228"|"131199324"
0|0|0|200|200|200|"Moist"|"209582229"|"131199325"
0|0|0|200|200|200|"Moist"|"209582230"|"131199326"
0|0|0|200|200|200|"Moist"|"209582231"|"131199327"
0|0|0|200|200|200|"Moist"|"209582232"|"131199328"
0|0|0|200|200|200|"Moist"|"209582233"|"131199329"
0|0|0|200|200|200|"Moist"|"209582234"|"131199330"
0|0|0|200|200|200|"Moist"|"209582235"|"131199331"
0|0|0|122|153|200|"Moist"|"209582236"|"131199332"
122|153|200|200|200|200|"Wet"|"209582236"|"131199333"
